PlantCode,AppleCode,Exertis_Part_Number,Description,OracleItemStatus,AppleItemStatus,GoodStock,BacklogVMI,OraclePoQty,Safety_Stock,Gross_Fcst_cw,Gross_Fcst_wk1,Gross_Fcst_wk2,Gross_Fcst_wk3,InTransit,OracleInStockQty,ToOrder,DemandQtyExertisToBring215,ToOrderAllLocales,NoOfLocalesToOrder,innerqty,Outerqty,CartonAssignedQty
LU10,HHXB2E/A,LOG920-007292@APP,HHXB2E/A:LOGITECH CANVAS IPAD AIR BLK-SPA,Active,Live,0,0,0,0,0,0,0,0,0,44,0,,0,0,4,8,0
LU10,HHXB2F/A,LOG920-007289@APP,HHXB2F/A:LOGITECH CANVAS IPAD AIR BLK-FRA,Active,Live,0,0,0,0,0,0,0,0,0,32,0,,35,1,4,8,0
LU10,HHXB2H/A,LOG920-007293@APP,Logitech Canvas Keyboard Case for iPad Air - Carbon Black Pan Nordic,Active,Live,0,0,40,0,0,0,0,0,0,2,0,,121,1,4,8,0
LU10,HHXB2SM/A,LOG920-007290@APP,HHXB2SM/A:LOGITECH CANVAS IPAD AIR BLK-SWM,Active,Live,0,0,16,0,0,0,0,0,0,5,0,,14,1,4,8,0
LU10,HHXB2T/A,LOG920-007291@APP,HHXB2T/A:LOGITECH CANVAS IPAD AIR BLK-ITA,Active,Live,0,0,32,0,0,0,0,0,0,0,0,,0,0,4,8,0
LU10,HHXC2B/A,LOG920-007306@APP,HHXC2B/A:LOGITECH CANVAS IPAD AIR RED-GBR,Active,Live,137,4,8,162,25,25,25,25,40,1,-11,,0,0,4,8,0
LU10,HHXC2D/A,LOG920-007300@APP,Logitech Canvas Keyboard Case for iPad Air - Mars Red Orange German,Active,Live,0,0,0,0,0,0,0,0,0,8,0,,0,0,4,8,0
LU10,HHXC2E/A,LOG920-007304@APP,Logitech Canvas Keyboard Case for iPad Air - Mars Red Orange Spanish,Active,Live,0,0,0,0,0,0,0,0,0,22,0,,0,0,4,8,0
LU10,HHXC2F/A,LOG920-007301@APP,HHXC2F/A:LOGITECH CANVAS IPAD AIR RED-FRA,Active,Live,0,0,8,0,0,0,0,0,0,12,0,,0,0,4,8,0
LU10,HHXC2H/A,LOG920-007305@APP,Logitech Canvas Keyboard Case for iPad Air - Mars Red Orange Pan Nordic,Active,Live,0,0,0,0,0,0,0,0,0,10,0,,0,0,4,8,0
LU10,HHXC2SM/A,LOG920-007302@APP,HHXC2SM/A:LOGITECH CANVAS IPAD AIR RED-SWM,Active,Live,0,0,0,0,0,0,0,0,0,22,0,,0,0,4,8,0
LU10,HHXC2T/A,LOG920-007303@APP,HHXC2T/A:LOGITECH CANVAS IPAD AIR RED-ITA,Active,Live,0,0,8,0,0,0,0,0,0,4,0,,3,1,4,8,0
LU10,HHXD2ZM/A,LOG939-001092@APP,HHXD2ZM/A:LOGITECH HINGE FOLIO IPAD AIR 2 RED-ZML,Active,Live,126,2,16,104,16,16,16,16,0,21,-20,,36,3,4,8,0
LU10,HHXM2B/A,NSTLS3000BWGBV2@APP,Nest Protect 2nd generation Smoke + Carbon Monoxide alarm (Battery) UK&IRL,Active,Live,105,7,0,117,18,18,18,18,0,183,19,19,19,1,4,4,20
LU10,HHXM2ZM/A,NSTLS3000BWFDEUV2@APP,Nest Protect 2 me g n ration D tecteur de fum e et de monoxyde de carbone (  piles),Active,Live,0,0,0,0,0,0,0,0,0,63,0,,39,1,4,4,0
LU10,HHXN2B/A,NSTLS3003LWGBV2@APP,HHXN2B/A:NEST PROTECT MONOXIDE ALARM WIRE 2-GBR,Active,Live,35,0,0,46,7,7,7,7,0,7,11,11,11,1,4,4,4
LU10,HHXN2ZM/A,NSTLS3003LWFDEU@APP,HHXN2ZM/A:NEST PROTECT MONOXIDE ALARM WIRE 2-ZML,Active,Live,0,0,0,0,0,0,0,0,0,35,0,,0,0,4,4,0
LU10,HHXP2B/A,NSTLNC1102GBV2@APP,NEST CAM-GBR,Active,Live,6,6,0,213,33,33,33,33,138,138,75,75,75,1,4,4,76
LU10,HHXP2ZM/A,NSTLNC1102FDEUV2@APP,NEST CAM-ZML,Active,Live,0,0,0,0,0,0,0,0,0,43,0,,33,1,4,4,0
LU10,HHXR2ZM/A,TECH215036@APP,HHXR2ZM/A:TECH21 EVO ELITE IPH6 SPACE GREY-ZML,Active,Live,93,51,2730,826,128,128,128,128,200,17,584,584,1088,5,10,100,0
LU10,HHXS2ZM/A,TECH215040@APP,HHXS2ZM/A:TECH21 EVO ELITE IPH6P SPACE GREY-ZML,Active,Live,17,10,1140,265,41,41,41,41,72,20,186,186,419,4,10,100,0
LU10,HHXT2ZM/A,TECH215037@APP,HHXT2ZM/A:TECH21 EVO ELITE IPH6 GOLD-ZML,Active,Live,838,53,0,942,146,146,146,146,161,3570,-4,,33,3,10,100,0
LU10,HHXU2ZM/A,TECH215041@APP,HHXU2ZM/A:TECH21 EVO ELITE IPH6P GOLD-ZML,Active,Live,355,18,0,362,56,56,56,56,42,1370,-17,,2,1,10,100,0
LU10,HHXV2ZM/A,TECH215038@APP,HHXV2ZM/A:TECH21 EVO ELITE IPH6 SILVER-ZML,Active,Live,605,26,0,607,94,94,94,94,37,3838,-9,,87,2,10,100,0
LU10,HHXW2ZM/A,TECH215042@APP,HHXW2ZM/A:TECH21 EVO ELITE IPH6P SILVER-ZML,Active,Live,191,9,0,233,36,36,36,36,47,1680,4,4,42,3,10,100,10
LU10,HJ1M2B/A,HJ1M2B/A@APP,HIVE ACTIVE HEATING V2 WITH BG INSTA-GBR,Active,Live,25,1,0,26,4,4,4,4,14,114,-12,,0,0,12,12,0
LU10,HJ1N2Z/A,LAC-9000436EK@APP,LACIE FUEL 1TB WIRELESS/USB DRIVE-INT,Active,Live,93,15,108,233,36,36,36,36,98,266,57,57,87,2,9,9,63
LU10,HJ3N2ZM/A,TECH215172@APP,TECH21 EVO MESH IPH5S SMOKE-ZML,Active,Live,717,55,1400,878,136,136,136,136,252,1145,-36,,337,3,10,100,0
LU10,HJ3P2ZM/A,TECH215173@APP,TECH21 EVO MESH IPH5S CLEAR-ZML,Active,Live,716,65,300,910,141,141,141,141,200,2822,59,59,351,5,10,100,100
LU10,HJ3Q2ZM/A,TECH215174@APP,TECH21 EVO MESH IPH5S PINK-ZML,Active,Live,398,28,0,478,74,74,74,74,131,1937,-23,,141,3,10,100,0
LU10,HJ3R2ZM/A,TECH21-5175@APP,Tech21 Evo Tactical for iPhone 5/5S - Smokey/Black,Active,Live,281,26,0,349,54,54,54,54,32,3022,62,62,112,4,10,100,100
LU10,HJ3T2ZM/A,LOG984-000617@APP,LOGITECH UE ROLL BT SPEAKER - BLUE-ZML,Active,Live,47,0,8,20,3,3,3,3,0,2,-27,,0,0,4,8,0
LU10,HJ4Q2ZM/A,RHAS500I@APP,RHA S500i Earphones with Remote,Active,Live,306,42,0,372,89,89,84,0,0,0,108,,0,0,12,12,0
LU10,HJ9U2ZM/A,TECH215250@APP,Tech21 Patriot for iPad mini 3 - Black,Active,Live ,10,0,0,7,1,1,1,1,0,50,-3,,0,0,5,25,0
LU10,HJ9V2ZM/A,LOG984-000557@APP,UE BOOM 2 IPX7 BT SPEAKER BLACK-ZML,Active,Live,74,4,0,110,17,17,17,17,4,50,36,36,83,3,4,4,36
LU10,HJ9W2ZM/A,LOG984-000558@APP,UE BOOM 2 IPX7 BT SPEAKER BLUE-ZML,Active,Live,55,4,0,46,7,7,7,7,5,78,-10,,21,2,4,4,0
LU10,HJ9X2ZM/A,RHAT20IBLK@APP,RHA T20i in ear headphones carbon black,Active,Live,64,6,0,102,17,17,15,15,0,1,44,44,47,2,6,24,0
LU10,HJA32B/A,CAN100UKBK@APP,CANARY SECURITY CAMERA BLACK-GBR,Active,Live,153,18,0,220,34,34,34,34,33,54,52,52,52,1,1,6,54
LU10,HJDC2ZM/A,SANSDWS4-128G-GA46@APP,SanDisk Connect Wireless Stick 128GB,Active,Live,116,17,700,226,35,35,35,35,16,652,111,111,292,5,20,100,120
LU10,HJKZ2B/A,NSTLT3010GBV2@APP,Nest Learning Thermostat 3rd Generation UK Heating & HW,Active,Live,135,4,0,59,9,9,9,9,0,26,-72,,0,0,4,4,0
LU10,HJKZ2ZM/A,NSTLT3010FDV2@APP,Nest Learning Thermostat 3rd Generation (FR/NE) Heating & HW,Active,Live,0,0,0,0,0,0,0,0,0,27,0,,0,0,4,4,0
LU10,HJQ62ZM/A,TECH215235@APP,Tech21 Evo Elite iPhone 6P/6s Plus Rose Gold,Active,Live,546,37,1400,710,110,110,110,110,229,144,-28,,42,1,10,100,0
LU10,HJQ72ZM/A,TECH215234@APP,Tech21 Evo Elite iPhone 6/6s Rose Gold,Active,Live,1475,116,3190,1652,256,256,256,256,397,333,-104,,238,4,10,100,0
LU10,TJ540LL/A,BRFTJ540LL/A@APP,Bretford MobilePro Desk Mount,Active,Live,29,0,2,26,4,4,4,4,4,77,-7,,50,2,1,1,0
LU10,TX322ZM/A,BRFTX322ZM/A@APP,Bretford Mobility Cart for 20 Mac Books,Active,Live,3,0,0,2,0,0,0,0,0,23,-1,,0,0,1,1,0
LU10,TX323ZM/A,BRFTX323ZM/A@APP,Bretford Mobility Cart for 30 Mac Books,Active,Live,2,0,0,2,0,0,0,0,0,16,0,,0,0,1,1,0
LU10,TY173LL/A,BRFTY173LL/A@APP,Bretford MobilePro Desk Mount,Active,Live,5,0,34,0,0,0,0,0,0,17,-5,,0,0,1,1,0
LU10,TY174LL/A,BRFTY174LL/A@APP,Bretford MobilePro Desk Mount Combo,Active,Live,18,0,11,20,3,3,3,3,0,100,2,2,2,1,1,1,2
